City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
148,changshu city,31.6462,120.7422,25.53,62,100,2.29,CN,1698223121
149,bodo,67.28,14.405,4.14,74,0,8.75,NO,1698223244
150,qaqortoq,60.7167,-46.0333,-0.11,53,7,3.08,GL,1698223009
151,ouesso,1.6136,16.0517,22.93,97,100,1.66,CG,1698223246
152,ribeira grande,38.5167,-28.7,21.54,94,75,9.26,PT,1698223248
153,jamestown,42.097,-79.2353,19.77,54,0,4.63,US,1698223249
154,san miguel,13.4833,-88.1833,22.9,98,100,1.16,SV,1698223251
155,colonia,50.9333,6.95,11.57,86,0,6.17,DE,1698223252
156,vorgashor,67.5833,63.95,-13.7,96,9,1.59,RU,1698223253
157,baukau,51.5526,7.2042,11.89,77,90,3.35,DE,1698223254
158,mongo,12.1844,18.693,33.97,13,26,2.72,TD,1698223255
159,nombre de dios,23.85,-104.2333,10.38,74,0,2.24,MX,1698223256
160,troitskoye,52.9821,84.6757,11.5,39,100,8.04,RU,1698223258
161,taoudenni,22.6783,-3.9836,33.42,19,97,6.51,ML,1698223089
162,kodiak,57.79,-152.4072,-2.27,86,0,2.57,US,1698223261
163,bantay,17.5847,120.3892,28.37,80,76,2.37,PH,1698223262
164,boston,42.3584,-71.0598,12.98,90,20,3.6,US,1698223027
165,bathsheba,13.2167,-59.5167,26.34,94,40,1.03,BB,1698223264
166,bam,29.106,58.357,31.23,15,1,0.99,IR,1698223265
167,chiras,35.4167,65.9823,13.73,17,53,4.21,AF,1698223266
168,portland,45.5234,-122.6762,9.32,94,75,1.54,US,1698222896
169,talnakh,69.4865,88.3972,-7.32,95,100,1.27,RU,1698223269
170,kostanay,53.1667,63.5833,10.16,93,100,7.0,KZ,1698223270
171,carnarvon,-24.8667,113.6333,23.23,64,0,7.39,AU,1698223271
172,zhosaly,45.4878,64.0781,18.94,44,100,7.93,KZ,1698223273
173,tipasa,36.5897,2.4475,21.18,58,6,4.96,DZ,1698223274
174,ingeniero jacobacci,-41.3427,-69.5448,9.14,63,8,1.92,AR,1698223275
175,olonkinbyen,70.9221,-8.7187,2.87,93,100,3.91,SJ,1698223276
176,selfoss,63.9331,-20.9971,4.15,83,100,3.81,IS,1698223011
177,abu qurqas,27.9312,30.8384,30.11,33,0,3.23,EG,1698223279
178,saynshand,44.8824,110.1163,12.56,16,0,4.56,MN,1698223280
179,saldanha,-33.0117,17.9442,22.03,61,4,4.82,ZA,1698223282
180,coronel suarez,-37.4547,-61.9334,4.64,75,6,0.59,AR,1698223283
181,oistins,13.0667,-59.5333,26.05,94,40,1.03,BB,1698223284
182,calella,41.618,2.6678,20.35,62,0,5.97,ES,1698223285
183,zemio,5.0314,25.1361,30.66,58,46,1.06,CF,1698223286
184,vilyuchinsk,52.9306,158.4028,5.15,84,100,1.44,RU,1698223287
185,nemuro,43.3236,145.575,12.73,84,6,2.46,JP,1698223288
186,egilsstadir,65.2653,-14.3948,-3.05,100,75,0.0,IS,1698223289
187,holualoa,19.6228,-155.9522,23.91,75,40,3.13,US,1698223017
188,wickenburg,33.9686,-112.7296,17.05,43,0,1.69,US,1698223291
189,jayapura,-2.5333,140.7,29.66,88,96,1.92,ID,1698223292
190,novodvinsk,64.4165,40.8122,0.99,83,71,0.55,RU,1698223294
191,middlesboro,36.6084,-83.7166,11.57,93,0,0.0,US,1698223295
192,scottburgh,-30.2867,30.7532,21.45,58,2,5.33,ZA,1698223297
193,aba,5.1066,7.3667,26.79,78,100,1.33,NG,1698223299
194,lossiemouth,57.7214,-3.2834,9.53,98,75,6.17,GB,1698223300
195,leava,-14.3,-178.1667,26.76,81,89,10.18,WF,1698223301
196,naze,28.3667,129.4833,22.51,61,32,4.19,JP,1698223302
197,sittwe,20.15,92.9,28.11,77,43,2.34,MM,1698223303
198,tanabi,-20.6264,-49.6492,23.12,89,69,1.24,BR,1698223026
199,yarkovo,57.4028,67.0786,-0.85,89,100,3.9,RU,1698223305
200,la'ie,21.6477,-157.9253,25.0,78,2,1.54,US,1698223306
201,new norfolk,-42.7826,147.0587,7.72,83,53,3.66,AU,1698223307
202,imbituba,-28.24,-48.6703,20.5,90,100,4.28,BR,1698223308
203,ola,59.5833,151.2833,-1.34,81,17,4.58,RU,1698223022
204,mirny,62.5353,113.9611,-3.2,68,100,5.81,RU,1698223310
205,hotan,37.0997,79.9269,21.55,11,0,2.56,CN,1698223311
206,inirida,3.8653,-67.9239,22.45,99,89,1.11,CO,1698223312
207,meadow lakes,61.6247,-149.6011,1.03,84,0,0.0,US,1698223313
208,bom jardim,-7.7958,-35.5872,20.58,88,48,0.6,BR,1698223314
209,kudahuvadhoo,2.6708,72.8944,28.27,75,74,5.6,MV,1698223315
210,alghero,40.5589,8.3181,19.05,82,20,4.63,IT,1698223317
211,tadine,-21.55,167.8833,21.61,90,100,8.64,NC,1698223318
212,kolokani,13.5728,-8.0339,30.47,19,98,2.75,ML,1698223319
213,kununurra,-15.7667,128.7333,39.99,21,74,2.06,AU,1698223320
214,renqiu,38.6989,116.0936,24.78,19,8,0.76,CN,1698223321
215,champerico,14.3,-91.9167,25.52,87,92,2.8,GT,1698223322
216,noosa heads,-26.3833,153.15,24.63,78,0,8.44,AU,1698223323
217,east london,-33.0153,27.9116,22.52,53,0,5.14,ZA,1698223289
218,saint-paul,-21.0096,55.2707,30.05,82,4,2.24,RE,1698223325
219,ixtapa,20.7,-105.2,21.47,93,24,1.35,MX,1698223326
220,techiman,7.5862,-1.9414,26.06,76,67,2.29,GH,1698223327
221,athens,37.9795,23.7162,25.76,67,20,1.34,GR,1698223328
222,rantepao,-2.9701,119.8978,23.5,86,60,0.76,ID,1698223329
223,najran,17.4924,44.1277,27.36,35,18,3.81,SA,1698223330
224,teknaf,20.8624,92.3058,28.59,70,66,1.92,BD,1698223332
225,katsuura,35.1333,140.3,18.7,67,100,1.38,JP,1698223333
226,punta arenas,-53.15,-70.9167,5.06,81,20,6.69,CL,1698223334
227,obama,35.4958,135.746,18.86,73,0,2.18,JP,1698223160
228,birjand,32.8663,59.2211,27.26,16,0,7.2,IR,1698223336
229,alegrete,-29.7831,-55.7919,13.74,95,41,4.22,BR,1698223338
230,tolanaro,-25.0319,46.9987,31.04,62,40,7.2,MG,1698223076
231,luuq,3.7938,42.5445,33.41,44,50,4.02,SO,1698223340
232,port alfred,-33.5906,26.891,20.66,69,5,3.13,ZA,1698223342
233,bay city,43.5945,-83.8889,20.18,66,75,6.69,US,1698223216
234,bangor,54.6534,-5.669,7.83,92,7,0.0,GB,1698223344
235,barra de santo antonio,-9.4047,-35.5072,22.6,84,85,3.39,BR,1698223345
236,udachny,66.4167,112.4,-6.97,78,70,4.28,RU,1698223346
237,puerto ayora,-0.7393,-90.3518,23.08,98,100,2.68,EC,1698223347
238,sisimiut,66.9395,-53.6735,-3.74,65,96,6.09,GL,1698223348
239,kanggye,40.9695,126.5852,13.6,82,6,0.69,KP,1698223349
240,san julian,21.0167,-102.1667,13.15,78,99,1.57,MX,1698223350
241,bel ombre,-4.6167,55.4167,29.91,74,20,5.66,SC,1698223351
242,eydhafushi,5.1033,73.0708,27.96,74,28,4.22,MV,1698223352
243,hashtrud,37.4779,47.0508,17.56,35,58,6.81,IR,1698223353
244,acapulco de juarez,16.8634,-99.8901,24.47,95,100,17.59,MX,1698223355
245,fort bragg,35.139,-79.006,11.57,90,0,1.54,US,1698223356
246,katpur,21.05,71.7833,32.65,38,5,5.9,IN,1698223357
247,sanctuary point,-35.1114,150.629,17.64,69,100,4.3,AU,1698223358
248,sur,22.5667,59.5289,33.15,38,29,3.14,OM,1698223359
249,susanville,40.4163,-120.653,12.91,50,75,3.09,US,1698223277
250,hithadhoo,-0.6,73.0833,27.43,79,22,7.52,MV,1698223361
251,boksitogorsk,59.474,33.8485,1.45,63,9,0.79,RU,1698223362
252,loncoche,-39.3667,-72.6333,3.99,96,35,1.71,CL,1698223363
253,smara,26.7384,-11.6719,19.14,69,0,5.05,EH,1698223364
254,nchelenge,-9.3451,28.734,28.73,54,91,4.18,ZM,1698223365
255,bayanhongor,46.7167,100.1167,3.4,26,39,0.32,MN,1698223366
256,thompson,55.7435,-97.8558,-2.91,68,75,5.14,CA,1698223367
257,timbuktu,16.7735,-3.0074,32.51,10,41,5.43,ML,1698223368
258,vanino,49.0869,140.2543,5.51,77,77,0.84,RU,1698223370
259,kittila,67.6647,24.8936,-3.92,80,100,2.57,FI,1698223371
260,alice springs,-23.7,133.8833,23.75,23,4,7.72,AU,1698223372
261,lerwick,60.1545,-1.1494,9.0,82,88,3.14,GB,1698223373
262,carbonear,47.7332,-53.2148,6.18,85,24,6.43,CA,1698223374
263,mbalmayo,3.5167,11.5,22.18,99,100,0.45,CM,1698223375
264,pacific grove,36.6177,-121.9166,14.06,84,100,5.14,US,1698223376
265,sitka,57.0531,-135.33,1.94,55,0,2.06,US,1698223377
266,kourou,5.1552,-52.6478,25.03,85,100,3.46,GF,1698223378
267,san luis de la loma,17.2706,-100.8939,25.0,89,100,4.87,MX,1698223379
268,lata,40.1629,-8.3327,17.18,91,100,2.4,PT,1698223380
269,atafu village,-8.5421,-172.5159,29.28,74,6,6.88,TK,1698223381
270,columbia falls,48.3725,-114.1815,-3.32,82,100,10.29,US,1698223382
271,palmer,42.1584,-72.3287,11.72,83,20,1.54,US,1698223085
272,tazovsky,67.4667,78.7,-6.32,90,16,2.77,RU,1698223384
273,dzhangala,49.2167,50.3333,6.83,49,94,7.17,KZ,1698223386
274,troina / draginai,37.7854,14.5985,20.74,47,100,0.4,IT,1698223387
275,mount isa,-20.7333,139.5,34.87,12,0,7.2,AU,1698223388
276,cartagena,10.3997,-75.5144,25.79,94,40,4.63,CO,1698223389
277,kuanda,56.3161,116.0806,-3.93,58,49,2.79,RU,1698223390
278,keflavik,64.0049,-22.5624,7.24,81,75,6.69,IS,1698223391
279,neiafu,-18.65,-173.9833,23.39,70,99,9.67,TO,1698223393
280,usak,38.5,29.4167,20.99,30,95,2.98,TR,1698223394
281,fortaleza,-3.7227,-38.5247,26.07,78,40,2.57,BR,1698223395
282,prince albert,53.2001,-105.7677,-10.03,85,0,5.14,CA,1698223396
283,huron,41.1501,-82.5499,18.21,44,100,6.23,US,1698223397
284,chernyshevskiy,63.0128,112.4714,-6.0,86,97,4.34,RU,1698223398
285,woodward,36.4337,-99.3904,21.57,94,100,2.06,US,1698223399
286,argostolion,38.1811,20.489,25.97,63,20,0.0,GR,1698223401
287,namsos,64.4662,11.4957,5.03,75,0,3.6,NO,1698223403
288,hafar al-batin,28.4328,45.9708,29.32,37,75,6.17,SA,1698223404
289,kandukur,15.2167,79.9167,33.82,34,3,4.52,IN,1698223405
290,kone,-21.0595,164.8658,22.28,85,99,2.65,NC,1698223406
291,geraldton,-28.7667,114.6,23.23,68,0,7.72,AU,1698223407
292,santo antonio do ica,-3.1022,-67.9397,23.66,96,95,0.09,BR,1698223408
293,huarmey,-10.0681,-78.1522,19.05,93,100,2.41,PE,1698223409
294,patan,27.6667,85.3333,25.21,33,20,2.57,NP,1698223410
295,koungheul,13.9833,-14.8,30.33,43,91,1.42,SN,1698223412
296,amga,60.8953,131.9608,-5.75,95,100,1.46,RU,1698223413
297,waingapu,-9.6567,120.2641,30.68,50,41,4.61,ID,1698223414
298,aykhal,66.0,111.5,-9.69,92,98,8.06,RU,1698223415
299,sao vicente,-23.9631,-46.3919,26.1,26,100,1.68,BR,1698223416
300,quellon,-43.1167,-73.6167,6.33,91,30,2.01,CL,1698223417
301,chonchi,-42.6128,-73.8092,3.95,97,18,1.35,CL,1698223418
302,mount gambier,-37.8333,140.7667,8.3,63,30,5.4,AU,1698223419
303,okcheon,36.3012,127.568,20.53,74,0,1.05,KR,1698223420
304,san buenaventura,27.0833,-101.5333,24.48,78,4,1.4,MX,1698223421
305,mount pearl,47.5166,-52.7813,5.18,90,40,8.75,CA,1698223422
306,xingtai,37.0631,114.4942,26.32,19,69,0.78,CN,1698223423
307,aripuana,-9.1667,-60.6333,23.53,80,100,0.97,BR,1698223424
308,letterkenny,54.95,-7.7333,8.96,88,32,1.66,IE,1698223425
309,cuenca,-2.8833,-78.9833,12.15,92,100,0.11,EC,1698223347
310,forster,-32.1667,152.5167,20.16,83,60,4.05,AU,1698223427
311,bishoftu,8.75,38.9833,25.63,29,99,6.51,ET,1698223428
312,le vauclin,14.5452,-60.8388,25.03,94,0,0.51,MQ,1698223429
313,flying fish cove,-10.4217,105.6791,27.82,78,75,5.14,CX,1698223430
314,tralee,52.2704,-9.7026,8.14,93,75,3.09,IE,1698223431
315,antonio enes,-16.2325,39.9086,32.87,46,0,6.72,MZ,1698223432
316,los llanos de aridane,28.6585,-17.9182,18.86,77,20,4.12,ES,1698223433
317,acarau,-2.8856,-40.12,24.3,85,88,3.87,BR,1698223435
318,qatana,33.4354,36.0815,24.6,28,0,3.67,SY,1698223436
319,camocim,-2.9022,-40.8411,23.67,87,52,4.04,BR,1698223437
320,bondoukou,8.0333,-2.8,26.28,77,66,2.11,CI,1698223438
321,tual,-5.6667,132.75,27.53,73,51,4.07,ID,1698223439
322,cheremushki,52.8356,91.3944,9.59,73,100,1.44,RU,1698223442
323,dunedin,-45.8742,170.5036,13.78,82,100,2.24,NZ,1698223443
324,popondetta,-8.7537,148.2534,23.68,97,100,0.99,PG,1698223444
325,todos santos,23.45,-110.2167,22.39,72,4,2.5,MX,1698223445
326,westport,41.1415,-73.3579,12.88,83,0,1.54,US,1698223446
327,polyarnyy,69.1989,33.4478,-1.82,96,88,2.09,RU,1698223447
328,ilebo,-4.3167,20.5833,31.82,49,87,1.5,CD,1698223448
329,arraial do cabo,-22.9661,-42.0278,23.98,78,75,1.54,BR,1698223449
330,balabac,7.9868,117.0645,29.32,68,55,1.2,PH,1698223450
331,callao,-12.0667,-77.15,19.84,88,100,1.03,PE,1698223205
332,okhotsk,59.3833,143.3,-8.23,80,9,4.69,RU,1698223454
333,drobeta-turnu severin,44.6319,22.6561,23.45,43,30,4.24,RO,1698223455
334,stawell,-37.05,142.7667,5.29,78,81,3.66,AU,1698223456
335,shingu,33.7333,135.9833,16.52,82,0,1.14,JP,1698223160
336,vila franca do campo,37.7167,-25.4333,21.23,86,100,5.95,PT,1698223458
337,kruhlaye,54.2466,29.7957,5.99,83,100,6.55,BY,1698223459
338,kalabo,-14.97,22.6814,38.52,20,5,0.96,ZM,1698223461
339,harstad,68.799,16.5293,3.12,97,100,3.13,NO,1698223462
340,nuku'alofa,-21.1333,-175.2,22.19,68,75,6.17,TO,1698223463
341,tateyama,34.9833,139.8667,18.39,66,82,1.44,JP,1698223465
342,mizdah,31.4451,12.9801,29.14,20,100,0.81,LY,1698223466
343,nouadhibou,20.931,-17.0347,22.99,64,5,6.69,MR,1698223468
344,mossel bay,-34.1831,22.146,19.96,66,10,3.35,ZA,1698223469
345,isangel,-19.55,169.2667,22.06,94,100,4.12,VU,1698223470
346,great falls,47.5002,-111.3008,-7.55,96,100,4.63,US,1698223377
347,woods creek,47.8787,-121.8985,6.72,84,100,2.24,US,1698223473
348,antsiranana,-12.2787,49.2917,32.42,43,40,4.12,MG,1698223474
349,n'zeto,-7.2312,12.8666,27.3,75,96,2.81,AO,1698223475
350,guangyuan,32.442,105.823,21.45,68,76,0.39,CN,1698223476
351,la junta,37.985,-103.5438,11.7,78,0,3.6,US,1698223478
352,korla,41.7597,86.1469,18.01,25,0,4.08,CN,1698223480
353,xinqing,48.2333,129.5,6.62,55,89,1.91,CN,1698223481
354,stanthorpe,-28.6667,151.95,22.57,35,19,2.39,AU,1698223482
355,sechura,-5.5569,-80.8222,20.14,85,80,4.31,PE,1698223483
356,orange walk,17.8333,-88.8333,23.96,98,100,0.91,BZ,1698223484
357,high river,50.5834,-113.8687,-15.07,96,98,2.09,CA,1698223485
358,natal,-5.795,-35.2094,22.12,94,40,2.06,BR,1698223431
359,badger,64.8,-147.5333,-4.05,89,75,0.0,US,1698223488
360,ouddorp,51.8117,3.9347,10.99,88,100,5.33,NL,1698223489
361,minas de marcona,-15.2119,-75.1103,13.14,93,97,5.19,PE,1698223491
362,sabang,5.8933,95.3214,27.56,75,97,3.07,ID,1698223492
363,nova vicosa,-17.8919,-39.3719,23.7,81,46,5.96,BR,1698223493
364,dul'durga,50.6761,113.5931,0.96,31,32,5.03,RU,1698223494
365,takamatsu,34.3403,134.0433,20.83,59,20,2.06,JP,1698223495
366,angaur state,6.906,134.13,28.58,76,63,4.28,PW,1698223497
367,praia da vitoria,38.7333,-27.0667,21.14,88,20,7.58,PT,1698223498
368,teguise,29.0605,-13.564,21.12,56,20,3.09,ES,1698223499
369,ekibastuz,51.6667,75.3667,12.15,43,100,10.15,KZ,1698223500
370,kargopol',61.5071,38.9456,0.83,76,27,2.87,RU,1698223503
371,izki,22.9333,57.7667,30.99,37,81,2.8,OM,1698223505
372,znamenskoye,57.1281,73.8282,1.18,99,100,0.82,RU,1698223507
373,shimoda,34.6667,138.95,17.69,71,6,1.51,JP,1698223509
374,wabag,-5.4781,143.7021,13.28,93,99,0.47,PG,1698223510
375,alaghsas,17.0187,8.0168,30.94,11,36,3.6,NE,1698223511
376,usinsk,65.9939,57.5281,-7.18,93,18,3.58,RU,1698223512
377,ulanhot,46.0833,122.0833,12.37,21,36,6.22,CN,1698223513
378,bir el ater,34.7449,8.0602,24.02,34,0,6.71,DZ,1698223514
379,benghazi,32.1167,20.0667,26.61,45,59,3.71,LY,1698223516
380,karratha,-20.7377,116.8463,32.54,37,0,5.29,AU,1698223517
